period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2012_Q1,Congress of the Philippines,budget,Congress of the Philippines,10127480,4334107,5418915,167424,9920446,417675,371002,1865,790542,3916432,5047913,165559,9129904,0.0796881511
2012_Q1,Congress of the Philippines,budget_curr,      Current Year Budget,9607261,4334107,4914770,151350,9400227,417675,316094,1745,735514,3916432,4598676,149605,8664713,
2012_Q1,Congress of the Philippines,budget_agency,            Agency Specific Budget,9370140,4096986,4914770,151350,9163106,372614,316094,1745,690453,3724372,4598676,149605,8472653,
2012_Q1,Congress of the Philippines,budget_spf,            Special Purpose Funds,0,0,0,0,0,20867,0,0,20867,-20867,0,0,-20867,
2012_Q1,Congress of the Philippines,budget_automatic,            Automatic Appro,237121,237121,0,0,237121,24194,0,0,24194,212927,0,0,212927,
2012_Q1,Congress of the Philippines,contappro,     Continuing Appro,520219,0,504145,16074,520219,0,54908,120,55028,0,449237,15954,465191,
2012_Q1,Congress of the Philippines,contappro_end,            Unobligated Allotment as of 12/31/11,520219,0,504145,16074,520219,0,54908,120,55028,0,449237,15954,465191,
2012_Q1,Congress of the Philippines,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Office of the President,budget,Office of the President,3759006,520053,3036924,303122,3860099,113431,442051,481,555963,406622,2594873,302641,3304136,0.1440281713
2012_Q1,Office of the President,budget_curr,      Current Year Budget,2621817,520053,1992820,210037,2722910,113431,90000,0,203431,406622,1902820,210037,2519479,
2012_Q1,Office of the President,budget_agency,            Agency Specific Budget,2595422,487542,1957243,135037,2579822,106337,90000,0,196337,381205,1867243,135037,2383485,
2012_Q1,Office of the President,budget_spf,            Special Purpose Funds,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Office of the President,budget_automatic,            Automatic Appro,26395,32511,35577,75000,143088,7094,0,0,7094,25417,35577,75000,135994,
2012_Q1,Office of the President,contappro,     Continuing Appro,1137189,0,1044104,93085,1137189,0,352051,481,352532,0,692053,92604,784657,
2012_Q1,Office of the President,contappro_end,            Unobligated Allotment as of 12/31/11,1132189,0,1039104,93085,1132189,0,352051,481,352532,0,687053,92604,779657,
2012_Q1,Office of the President,contappro_fy,            Allotment Releases in FY 2012,5000,0,5000,0,5000,0,0,0,0,0,5000,0,5000,
2012_Q1,Office of the Vice-President,budget,Office of the Vice-President,427420,42169,177026,2463,221658,13667,36873,673,51213,28502,140153,1790,170445,0.2310451236
2012_Q1,Office of the Vice-President,budget_curr,      Current Year Budget,404802,42169,156871,0,199040,13667,27400,0,41067,28502,129471,0,157973,
2012_Q1,Office of the Vice-President,budget_agency,            Agency Specific Budget,401786,39153,156871,0,196024,12682,27400,0,40082,26471,129471,0,155942,
2012_Q1,Office of the Vice-President,budget_spf,            Special Purpose Funds,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Office of the Vice-President,budget_automatic,            Automatic Appro,3016,3016,0,0,3016,985,0,0,985,2031,0,0,2031,
2012_Q1,Office of the Vice-President,contappro,     Continuing Appro,22618,0,20155,2463,22618,0,9473,673,10146,0,10682,1790,12472,
2012_Q1,Office of the Vice-President,contappro_end,            Unobligated Allotment as of 12/31/11,22618,0,20155,2463,22618,0,9473,673,10146,0,10682,1790,12472,
2012_Q1,Office of the Vice-President,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Agrarian Reform,budget,Department of Agrarian Reform,20930251,4871423,13479505,2576966,20927894,1267285,1071208,822801,3161294,3604138,12408297,1754165,17766600,0.1510564799
2012_Q1,Department of Agrarian Reform,budget_curr,      Current Year Budget,17100670,4871423,9903514,2323376,17098313,1267285,431744,13101,1712130,3604138,9471770,2310275,15386183,
2012_Q1,Department of Agrarian Reform,budget_agency,            Agency Specific Budget,16692339,4463092,9903514,2323376,16689982,1054141,431744,13101,1498986,3408951,9471770,2310275,15190996,
2012_Q1,Department of Agrarian Reform,budget_spf,            Special Purpose Funds,45675,45675,0,0,45675,119195,0,0,119195,-73520,0,0,-73520,
2012_Q1,Department of Agrarian Reform,budget_automatic,            Automatic Appro,362656,362656,0,0,362656,93949,0,0,93949,268707,0,0,268707,
2012_Q1,Department of Agrarian Reform,contappro,     Continuing Appro,3829581,0,3575991,253590,3829581,0,639464,809700,1449164,0,2936527,-556110,2380417,
2012_Q1,Department of Agrarian Reform,contappro_end,            Unobligated Allotment as of 12/31/11,2829581,0,2575991,253590,2829581,0,629739,809700,1439439,0,1946252,-556110,1390142,
2012_Q1,Department of Agrarian Reform,contappro_fy,            Allotment Releases in FY 2012,1000000,0,1000000,0,1000000,0,9725,0,9725,0,990275,0,990275,
2012_Q1,Department of Agriculture,budget,Department of Agriculture,64486810,3329031,18565877,33498140,55393048,842497,2613756,7054948,10511201,2486534,15952121,26443192,44881847,0.1897566821
2012_Q1,Department of Agriculture,budget_curr,      Current Year Budget,53284114,3329031,14116385,26744936,44190352,842497,1732010,5944839,8519346,2486534,12384375,20800097,35671006,
2012_Q1,Department of Agriculture,budget_agency,            Agency Specific Budget,52932023,3030159,14116385,26744936,43891480,756240,1732010,5944839,8433089,2273919,12384375,20800097,35458391,
2012_Q1,Department of Agriculture,budget_spf,            Special Purpose Funds,28294,28294,0,0,28294,21599,0,0,21599,6695,0,0,6695,
2012_Q1,Department of Agriculture,budget_automatic,            Automatic Appro,323797,270578,0,0,270578,64658,0,0,64658,205920,0,0,205920,
2012_Q1,Department of Agriculture,contappro,     Continuing Appro,11202696,0,4449492,6753204,11202696,0,881746,1110109,1991855,0,3567746,5643095,9210841,
2012_Q1,Department of Agriculture,contappro_end,            Unobligated Allotment as of 12/31/11,11161740,0,4408536,6753204,11161740,0,881746,1110109,1991855,0,3526790,5643095,9169885,
2012_Q1,Department of Agriculture,contappro_fy,            Allotment Releases in FY 2012,40956,0,40956,0,40956,0,0,0,0,0,40956,0,40956,
2012_Q1,Department of Budget and Management,budget,Department of Budget and Management,1395931,629006,640450,123875,1393331,364944,71022,2949,438915,264062,569428,120926,954416,0.3150112931
2012_Q1,Department of Budget and Management,budget_curr,      Current Year Budget,1151082,629006,428478,90998,1148482,364944,45135,2849,412928,264062,383343,88149,735554,
2012_Q1,Department of Budget and Management,budget_agency,            Agency Specific Budget,953025,445050,414899,90476,950425,201386,43988,2823,248197,243664,370911,87653,702228,
2012_Q1,Department of Budget and Management,budget_spf,            Special Purpose Funds,301,301,0,0,301,301,0,0,301,0,0,0,0,
2012_Q1,Department of Budget and Management,budget_automatic,            Automatic Appro,197756,183655,13579,522,197756,163257,1147,26,164430,20398,12432,496,33326,
2012_Q1,Department of Budget and Management,contappro,     Continuing Appro,244849,0,211972,32877,244849,0,25887,100,25987,0,186085,32777,218862,
2012_Q1,Department of Budget and Management,contappro_end,            Unobligated Allotment as of 12/31/11,244849,0,211972,32877,244849,0,25887,100,25987,0,186085,32777,218862,
2012_Q1,Department of Budget and Management,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Education,budget,Department of Education,231303631,170738324,33489535,18035348,222263207,35272061,2783346,732257,38787664,135466263,30706189,17303091,183475543,0.1745123024
2012_Q1,Department of Education,budget_curr,      Current Year Budget,217347491,170738324,26402477,11166266,208307067,35268451,1929521,21338,37219310,135469873,24472956,11144928,171087757,
2012_Q1,Department of Education,budget_agency,            Agency Specific Budget,201821472,155212583,26402199,11166266,192781048,35266542,1929521,21338,37217401,119946041,24472678,11144928,155563647,
2012_Q1,Department of Education,budget_spf,            Special Purpose Funds,938823,938823,0,0,938823,0,0,0,0,938823,0,0,938823,
2012_Q1,Department of Education,budget_automatic,            Automatic Appro,14587196,14586918,278,0,14587196,1909,0,0,1909,14585009,278,0,14585287,
2012_Q1,Department of Education,contappro,     Continuing Appro,13956140,0,7087058,6869082,13956140,3610,853825,710919,1568354,-3610,6233233,6158163,12387786,
2012_Q1,Department of Education,contappro_end,            Unobligated Allotment as of 12/31/11,13385542,0,7027800,6357742,13385542,3610,853825,710919,1568354,-3610,6173975,5646823,11817188,
2012_Q1,Department of Education,contappro_fy,            Allotment Releases in FY 2012,570598,0,59258,511340,570598,0,0,0,0,0,59258,511340,570598,
2012_Q1,State Universities and Colleges,budget,State Universities and Colleges,24413713,21026492,3183767,21028,24231287,5378729,724700,244,6103673,15647763,2459067,20784,18127614,0.2518922334
2012_Q1,State Universities and Colleges,budget_curr,      Current Year Budget,24195594,21026492,2986676,0,24013168,5378729,684329,0,6063058,15647763,2302347,0,17950110,
2012_Q1,State Universities and Colleges,budget_agency,            Agency Specific Budget,22097645,18899928,2986676,0,21886604,4806870,683279,0,5490149,14093058,2303397,0,16396455,
2012_Q1,State Universities and Colleges,budget_spf,            Special Purpose Funds,381630,381630,0,0,381630,175806,1050,0,176856,205824,-1050,0,204774,
2012_Q1,State Universities and Colleges,budget_automatic,            Automatic Appro,1716319,1744934,0,0,1744934,396053,0,0,396053,1348881,0,0,1348881,
2012_Q1,State Universities and Colleges,contappro,     Continuing Appro,218119,0,197091,21028,218119,0,40371,244,40615,0,156720,20784,177504,
2012_Q1,State Universities and Colleges,contappro_end,            Unobligated Allotment as of 12/31/11,186119,0,168191,17928,186119,0,40371,244,40615,0,127820,17684,145504,
2012_Q1,State Universities and Colleges,contappro_fy,            Allotment Releases in FY 2012,32000,0,28900,3100,32000,0,0,0,0,0,28900,3100,32000,
2012_Q1,Department of Energy,budget,Department of Energy,9512016,253195,1691195,87234,2031624,70016,223309,946,294271,183179,1467886,86288,1737353,0.1448452076
2012_Q1,Department of Energy,budget_curr,      Current Year Budget,8814727,253195,1001424,80445,1335064,70016,75335,0,145351,183179,926089,80445,1189713,
2012_Q1,Department of Energy,budget_agency,            Agency Specific Budget,1243621,231178,931998,80445,1243621,63830,75335,0,139165,167348,856663,80445,1104456,
2012_Q1,Department of Energy,budget_spf,            Special Purpose Funds,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Energy,budget_automatic,            Automatic Appro,7571106,22017,69426,0,91443,6186,0,0,6186,15831,69426,0,85257,
2012_Q1,Department of Energy,contappro,     Continuing Appro,697298,0,690500,6789,697289,0,147974,946,148920,0,542526,5843,548369,
2012_Q1,Department of Energy,contappro_end,            Unobligated Allotment as of 12/31/11,697289,0,690500,6789,697289,0,147974,946,148920,0,542526,5843,548369,
2012_Q1,Department of Energy,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Environment and Natural Resources,budget,Department of Environment and Natural Resources,19781409,5339854,9266267,4012928,18619049,1412609,850114,313303,2576026,3927245,8416153,3699625,16043023,0.1383543273
2012_Q1,Department of Environment and Natural Resources,budget_curr,      Current Year Budget,17504443,5339854,7823328,3178901,16342083,1412609,722314,218364,2353287,3927245,7101014,2960537,13988796,
2012_Q1,Department of Environment and Natural Resources,budget_agency,            Agency Specific Budget,16990868,4886779,7822962,3178901,15888642,1280429,722267,218364,2221060,3606350,7100695,2960537,13667582,
2012_Q1,Department of Environment and Natural Resources,budget_spf,            Special Purpose Funds,24923,24923,0,0,24923,24401,0,0,24401,522,0,0,522,
2012_Q1,Department of Environment and Natural Resources,budget_automatic,            Automatic Appro,488652,428652,366,0,429018,107779,47,0,107826,320873,319,0,321192,
2012_Q1,Department of Environment and Natural Resources,contappro,     Continuing Appro,2276966,0,1442939,834027,2276966,0,127800,94939,222739,0,1315139,739088,2054227,
2012_Q1,Department of Environment and Natural Resources,contappro_end,            Unobligated Allotment as of 12/31/11,2276966,0,1442939,834027,2276966,0,127800,94939,222739,0,1315139,739088,2054227,
2012_Q1,Department of Environment and Natural Resources,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Finance,budget,Department of Finance,27899898,5781762,6524769,3885236,16191767,1574198,1224701,98213,2897112,4207564,5300068,3787023,13294655,0.1789250055
2012_Q1,Department of Finance,budget_curr,      Current Year Budget,26641289,5781762,5603456,3547940,14933158,1574198,1124293,22630,2721121,4207564,4479163,3525310,12212037,
2012_Q1,Department of Finance,budget_agency,            Agency Specific Budget,13250457,5232466,4148619,2586202,11967287,1437751,750099,21373,2209223,3794715,3398520,2564829,9758064,
2012_Q1,Department of Finance,budget_spf,            Special Purpose Funds,1277465,61922,328248,887295,1277465,58807,328248,0,387055,3115,0,887295,890410,
2012_Q1,Department of Finance,budget_automatic,            Automatic Appro,12113367,487374,1126589,74443,1688406,77640,45946,1257,124843,409734,1080643,73186,1563563,
2012_Q1,Department of Finance,contappro,     Continuing Appro,1258609,0,921313,337296,1258609,0,100408,75583,175991,0,820905,261713,1082618,
2012_Q1,Department of Finance,contappro_end,            Unobligated Allotment as of 12/31/11,1246859,0,909563,337296,1246859,0,100408,75583,175991,0,809155,261713,1070868,
2012_Q1,Department of Finance,contappro_fy,            Allotment Releases in FY 2012,11750,0,11750,0,11750,0,0,0,0,0,11750,0,11750,
2012_Q1,Department of Foreign Affairs,budget,Department of Foreign Affairs,14167552,5570559,7126319,265,12697143,1433881,1022132,20775,2476788,4136678,6104187,-20510,10220355,0.1950665595
2012_Q1,Department of Foreign Affairs,budget_curr,      Current Year Budget,12387137,5570559,5345914,255,10916728,1433881,1021435,20775,2476091,4136678,4324479,-20520,8440637,
2012_Q1,Department of Foreign Affairs,budget_agency,            Agency Specific Budget,10912081,5363248,4078895,255,9442398,1259200,531691,20775,1811666,4104048,3547204,-20520,7630732,
2012_Q1,Department of Foreign Affairs,budget_spf,            Special Purpose Funds,1398990,131971,1267019,0,1398990,153337,489744,0,643081,-21366,777275,0,755909,
2012_Q1,Department of Foreign Affairs,budget_automatic,            Automatic Appro,76066,75340,0,0,75340,21344,0,0,21344,53996,0,0,53996,
2012_Q1,Department of Foreign Affairs,contappro,     Continuing Appro,1780415,0,1780405,10,1780415,0,697,0,697,0,1779708,10,1779718,
2012_Q1,Department of Foreign Affairs,contappro_end,            Unobligated Allotment as of 12/31/11,1780415,0,1780405,10,1780415,0,697,0,697,0,1779708,10,1779718,
2012_Q1,Department of Foreign Affairs,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Health,budget,Department of Health,36274895,8494880,17386223,2093953,27975056,2246546,2081561,1243842,5571949,6248334,15304662,850111,22403107,0.1991756156
2012_Q1,Department of Health,budget_curr,      Current Year Budget,31565629,8494880,14510061,260849,23265790,2246546,1636228,608,3883382,6248334,12873833,260241,19382408,
2012_Q1,Department of Health,budget_agency,            Agency Specific Budget,30741378,7757648,14423042,260849,22441539,2009415,1627032,608,3637055,5748233,12796010,260241,18804484,
2012_Q1,Department of Health,budget_spf,            Special Purpose Funds,63544,63544,0,0,63544,56905,4211,0,61116,6639,-4211,0,2428,
2012_Q1,Department of Health,budget_automatic,            Automatic Appro,760707,673688,87019,0,760707,180226,4985,0,185211,493462,82034,0,575496,
2012_Q1,Department of Health,contappro,     Continuing Appro,4709266,0,2876162,1833104,4709266,0,445333,1243234,1688567,0,2430829,589870,3020699,
2012_Q1,Department of Health,contappro_end,            Unobligated Allotment as of 12/31/11,4352562,0,2846112,1506450,4352562,0,442570,1242237,1684807,0,2403542,264213,2667755,
2012_Q1,Department of Health,contappro_fy,            Allotment Releases in FY 2012,356704,0,30050,326654,356704,0,7763,997,8760,0,22287,325657,347944,
2012_Q1,Department of the Interior and Local Government,budget,Department of the Interior and Local Government,102143793,82183675,13084023,3574812,98842510,24976539,3508339,102425,28587303,57207136,9575684,3472387,70255207,0.289220731
2012_Q1,Department of the Interior and Local Government,budget_curr,      Current Year Budget,97497929,82183675,10991973,1020998,94196646,24976539,3099007,43619,28119165,57207136,7892966,977379,66077481,
2012_Q1,Department of the Interior and Local Government,budget_agency,            Agency Specific Budget,92879820,78371934,10985605,1020998,90378537,20959906,3048907,43619,24052432,57412028,7936698,977379,66326105,
2012_Q1,Department of the Interior and Local Government,budget_spf,            Special Purpose Funds,3496390,3490022,6368,0,3496390,3818287,50100,0,3868387,-328265,-43732,0,-371997,
2012_Q1,Department of the Interior and Local Government,budget_automatic,            Automatic Appro,1121719,321719,0,0,321719,198346,0,0,198346,123373,0,0,123373,
2012_Q1,Department of the Interior and Local Government,contappro,     Continuing Appro,4645864,0,2092050,2553814,4645864,,409332,58806,468138,0,1682718,2495008,4177726,
2012_Q1,Department of the Interior and Local Government,contappro_end,            Unobligated Allotment as of 12/31/11,3670154,0,1849050,1821104,3670154,,409332,58806,468138,0,1439718,1762298,3202016,
2012_Q1,Department of the Interior and Local Government,contappro_fy,            Allotment Releases in FY 2012,975710,0,243000,732710,975710,,,,0,0,243000,732710,975710,
2012_Q1,Department of Justice,budget,Department of Justice,9961260,6592272,2462242,376272,9430786,1613611,614203,7534,2235348,4978661,1848039,368738,7195438,0.2370266911
2012_Q1,Department of Justice,budget_curr,      Current Year Budget,9577625,6592272,2298905,155974,9047151,1613502,542903,1470,2157875,4978770,1756002,154504,6889276,
2012_Q1,Department of Justice,budget_agency,            Agency Specific Budget,8656728,6108681,2208905,155974,8473560,1403407,542903,1470,1947780,4705274,1666002,154504,6525780,
2012_Q1,Department of Justice,budget_spf,            Special Purpose Funds,69569,69569,0,0,69569,118694,0,0,118694,-49125,0,0,-49125,
2012_Q1,Department of Justice,budget_automatic,            Automatic Appro,851328,414022,90000,0,504022,91401,0,0,91401,322621,90000,0,412621,
2012_Q1,Department of Justice,contappro,     Continuing Appro,383635,0,163337,220298,383635,109,71300,6064,77473,-109,92037,214234,306162,
2012_Q1,Department of Justice,contappro_end,            Unobligated Allotment as of 12/31/11,312266,0,161337,150929,312266,109,71300,6064,77473,-109,90037,144865,234793,
2012_Q1,Department of Justice,contappro_fy,            Allotment Releases in FY 2012,71369,0,2000,69369,71369,0,0,0,0,0,2000,69369,71369,
2012_Q1,Department of Labor and Employment,budget,Department of Labor and Employment,8181107,3368462,4375940,386205,8130607,629800,735301,3288,1368389,2738662,3640639,382917,6762218,0.1683009645
2012_Q1,Department of Labor and Employment,budget_curr,      Current Year Budget,7292689,3368462,3536003,337724,7242189,629800,460411,2363,1092574,2738662,3075592,335361,6149615,
2012_Q1,Department of Labor and Employment,budget_agency,            Agency Specific Budget,6988041,3063814,3536003,337724,6937541,556654,460411,2363,1019428,2507160,3075592,335361,5918113,
2012_Q1,Department of Labor and Employment,budget_spf,            Special Purpose Funds,52718,52718,0,0,52718,35615,0,0,35615,17103,0,0,17103,
2012_Q1,Department of Labor and Employment,budget_automatic,            Automatic Appro,251930,251930,0,0,251930,37531,0,0,37531,214399,0,0,214399,
2012_Q1,Department of Labor and Employment,contappro,     Continuing Appro,888418,0,839937,48481,888418,0,274890,925,275815,0,565047,47556,612603,
2012_Q1,Department of Labor and Employment,contappro_end,            Unobligated Allotment as of 12/31/11,865855,0,817374,48481,865855,0,273342,925,274267,0,544032,47556,591588,
2012_Q1,Department of Labor and Employment,contappro_fy,            Allotment Releases in FY 2012,22563,0,22563,0,22563,0,1548,0,1548,0,21015,0,21015,
2012_Q1,Department of National Defense,budget,Department of National Defense,114931741,83537387,19881740,6221217,109640344,24409034,3025506,42721,27477261,59128353,16856234,6178496,82163083,0.2506126851
2012_Q1,Department of National Defense,budget_curr,      Current Year Budget,108834089,83537387,19201427,803878,103542692,24409034,2846489,38086,27293609,59128353,16354938,765792,76249083,
2012_Q1,Department of National Defense,budget_agency,            Agency Specific Budget,106905022,81919360,18890387,803878,101613625,22923765,2631959,38086,25593810,58995595,16258428,765792,76019815,
2012_Q1,Department of National Defense,budget_spf,            Special Purpose Funds,1453744,1453744,0,0,1453744,1432859,105484,0,1538343,20885,-105484,0,-84599,
2012_Q1,Department of National Defense,budget_automatic,            Automatic Appro,475323,164283,311040,0,475323,52410,109046,0,161456,111873,201994,0,313867,
2012_Q1,Department of National Defense,contappro,     Continuing Appro,6097652,0,680313,5417339,6097652,0,179017,4635,183652,0,501296,5412704,5914000,
2012_Q1,Department of National Defense,contappro_end,            Unobligated Allotment as of 12/31/11,6081562,0,664223,5417339,6081562,0,179017,4635,183652,0,485206,5412704,5897910,
2012_Q1,Department of National Defense,contappro_fy,            Allotment Releases in FY 2012,16090,0,16090,0,16090,0,0,0,0,0,16090,0,16090,
2012_Q1,Department of Public Works and Highway,budget,Department of Public Works and Highway,178292014,4937156,15384427,136658587,156980170,1159902,856830,54547286,56564018,3777254,14527597,82111301,100416152,0.3603258807
2012_Q1,Department of Public Works and Highway,budget_curr,      Current Year Budget,126226989,4937156,7226452,92751537,104915145,1159902,480723,42253590,43894215,3777254,6745729,50497947,61020930,
2012_Q1,Department of Public Works and Highway,budget_agency,            Agency Specific Budget,109833405,4122347,6005960,92020712,102149019,837988,426701,39812702,41077391,3284359,5579259,52208010,61071628,
2012_Q1,Department of Public Works and Highway,budget_spf,            Special Purpose Funds,485133,427343,0,57970,485313,238851,0,0,238851,188492,0,57970,246462,
2012_Q1,Department of Public Works and Highway,budget_automatic,            Automatic Appro,15908451,387466,1220492,673035,2280993,83063,54022,2440888,2577973,304403,1166470,-1767853,-296980,
2012_Q1,Department of Public Works and Highway,contappro,     Continuing Appro,52065025,0,8157975,43907050,52065025,0,376107,12293696,12669803,0,7781868,31613354,39395222,
2012_Q1,Department of Public Works and Highway,contappro_end,            Unobligated Allotment as of 12/31/11,47241018,0,7862301,39378717,47241018,0,367548,11959759,12327307,0,7494753,27418958,34913711,
2012_Q1,Department of Public Works and Highway,contappro_fy,            Allotment Releases in FY 2012,4824007,0,295674,4528333,4824007,0,8559,333937,342496,0,287115,4194396,4481511,
2012_Q1,Department of Science and Technology,budget,Department of Science and Technology,10889349,2650960,6559935,1670654,10881549,735721,1487084,99130,2321935,1915239,5072851,1571524,8559614,0.2133827638
2012_Q1,Department of Science and Technology,budget_curr,      Current Year Budget,9845975,2650960,5904735,1282480,9838175,735721,1303822,13821,2053364,1915239,4600913,1268659,7784811,
2012_Q1,Department of Science and Technology,budget_agency,            Agency Specific Budget,9139458,2423791,5729215,978652,9131658,649230,1302950,13821,1966001,1774561,4426265,964831,7165657,
2012_Q1,Department of Science and Technology,budget_spf,            Special Purpose Funds,496644,18168,174648,303828,496644,32955,872,0,33827,-14787,173776,303828,462817,
2012_Q1,Department of Science and Technology,budget_automatic,            Automatic Appro,209873,209001,872,0,209873,53536,0,0,53536,155465,872,0,156337,
2012_Q1,Department of Science and Technology,contappro,     Continuing Appro,1043374,0,655200,388174,1043374,0,183262,85309,268571,0,471938,302865,774803,
2012_Q1,Department of Science and Technology,contappro_end,            Unobligated Allotment as of 12/31/11,1039274,0,655200,384074,1039274,0,183262,85309,268571,0,471938,298765,770703,
2012_Q1,Department of Science and Technology,contappro_fy,            Allotment Releases in FY 2012,4100,0,0,4100,4100,0,0,0,0,0,0,4100,4100,
2012_Q1,Department of Social Welfare and Develpment,budget,Department of Social Welfare and Develpment,51798707,933461,50653537,377986,51964984,249208,6402591,13093,6664892,684253,44250946,364893,45300092,0.1282573665
2012_Q1,Department of Social Welfare and Develpment,budget_curr,      Current Year Budget,48849275,933461,47897440,184651,49015552,249208,6401963,13057,6664228,684253,41495477,171594,42351324,
2012_Q1,Department of Social Welfare and Develpment,budget_agency,            Agency Specific Budget,48772175,856361,47710978,184651,48751990,229512,6401963,13057,6644532,626849,41309015,171594,42107458,
2012_Q1,Department of Social Welfare and Develpment,budget_spf,            Special Purpose Funds,2324,2324,0,0,2324,0,0,0,0,2324,0,0,2324,
2012_Q1,Department of Social Welfare and Develpment,budget_automatic,            Automatic Appro,74776,74776,186462,0,261238,19696,0,0,19696,55080,186462,0,241542,
2012_Q1,Department of Social Welfare and Develpment,contappro,     Continuing Appro,2949432,0,2756097,193335,2949432,0,628,36,664,0,2755469,193299,2948768,
2012_Q1,Department of Social Welfare and Develpment,contappro_end,            Unobligated Allotment as of 12/31/11,2878230,0,2684895,193335,2878230,0,628,36,664,0,2684267,193299,2877566,
2012_Q1,Department of Social Welfare and Develpment,contappro_fy,            Allotment Releases in FY 2012,71202,0,71202,0,71202,0,0,0,0,0,71202,0,71202,
2012_Q1,Department of Tourism,budget,Department of Tourism,1797471,326363,1381108,90000,1797471,99964,393922,89780,583666,226399,987186,220,1213805,0.3247151136
2012_Q1,Department of Tourism,budget_curr,      Current Year Budget,1659231,326363,1242868,90000,1659231,99964,276735,89780,466479,226399,966133,220,1192752,
2012_Q1,Department of Tourism,budget_agency,            Agency Specific Budget,1631763,289895,1242868,90000,1622763,90342,276735,89780,456857,199553,966133,220,1165906,
2012_Q1,Department of Tourism,budget_spf,            Special Purpose Funds,5033,5033,0,0,5033,3727,0,0,3727,1306,0,0,1306,
2012_Q1,Department of Tourism,budget_automatic,            Automatic Appro,22435,22435,0,0,22435,5895,0,0,5895,16540,0,0,16540,
2012_Q1,Department of Tourism,contappro,     Continuing Appro,138240,0,138240,0,138240,0,117187,0,117187,0,21053,0,21053,
2012_Q1,Department of Tourism,contappro_end,            Unobligated Allotment as of 12/31/11,138240,0,138240,0,138240,0,117187,0,117187,0,21053,0,21053,
2012_Q1,Department of Tourism,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Department of Trade and Industry,budget,Department of Trade and Industry,3222740,1154468,1627712,355845,3138025,324816,496569,18476,839861,829652,1131143,337369,2298164,0.2676399965
2012_Q1,Department of Trade and Industry,budget_curr,      Current Year Budget,2815663,1154468,1493164,83316,2730948,324816,441406,13161,779383,829652,1051758,70155,1951565,
2012_Q1,Department of Trade and Industry,budget_agency,            Agency Specific Budget,2604563,1041869,1480214,82480,2604563,272240,441406,13161,726807,769629,1038808,69319,1877756,
2012_Q1,Department of Trade and Industry,budget_spf,            Special Purpose Funds,31002,29432,1570,0,31002,29432,0,0,29432,0,1570,0,1570,
2012_Q1,Department of Trade and Industry,budget_automatic,            Automatic Appro,180098,83167,11380,836,95383,23144,0,0,23144,60023,11380,836,72239,
2012_Q1,Department of Trade and Industry,contappro,     Continuing Appro,407077,0,134548,272529,407077,0,55163,5315,60478,0,79385,267214,346599,
2012_Q1,Department of Trade and Industry,contappro_end,            Unobligated Allotment as of 12/31/11,405577,0,133048,272529,405577,0,55163,5315,60478,0,77885,267214,345099,
2012_Q1,Department of Trade and Industry,contappro_fy,            Allotment Releases in FY 2012,1500,0,1500,0,1500,0,0,0,0,0,1500,0,1500,
2012_Q1,Department of Transportation and Communications,budget,Department of Transportation and Communications,40663100,3827167,10448712,13451158,27727037,1026656,2015146,18056,3059858,2800511,8433566,13433102,24667179,
2012_Q1,Department of Transportation and Communications,budget_curr,      Current Year Budget,34616992,3827167,9181640,8672122,21680929,1026656,1306230,9839,2342725,2800511,7875410,8662283,19338204,0.108054641
2012_Q1,Department of Transportation and Communications,budget_agency,            Agency Specific Budget,33242378,3482071,8974060,8622122,21078253,879003,1166482,8996,2054481,2603068,7807578,8613126,19023772,
2012_Q1,Department of Transportation and Communications,budget_spf,            Special Purpose Funds,45466,45466,0,0,45466,63823,0,0,63823,-18357,0,0,-18357,
2012_Q1,Department of Transportation and Communications,budget_automatic,            Automatic Appro,1329148,299630,207580,50000,557210,83830,139748,843,224421,215800,67832,49157,332789,
2012_Q1,Department of Transportation and Communications,contappro,     Continuing Appro,6046108,0,1267072,4779036,6046108,0,708916,8217,717133,0,558156,4770819,5328975,
2012_Q1,Department of Transportation and Communications,contappro_end,            Unobligated Allotment as of 12/31/11,6046108,0,1267072,4779036,6046108,0,708916,8217,717133,0,558156,4770819,5328975,
